Compra,Modalidade da Compra,Processo,Código da UASG,Nome da UASG,Município/UF,Objeto,Itens,Contratos,Valor Total da Compra
31/2020,Dispensa de Licitação,64294019430202081,160233,5ª BRIGADA DE CAVALARIA BLINDADA,Ponta Grossa/PR,"AQUISIÇÃO DE MATERIAL A SER EMPREGADO NAS AÇÕES DE CONTROLE DA PANDEMIA DE CORONA VÍRUS, COVID-19, PELO CMDO 5ª BDA C BLD.",1,0,2380
18/2020,Dispensa de Licitação,64307003727202039,160482,1A. BRIGADA DE INFANTARIA DE SELVA/RR,Boa Vista/RR,"CONTRATAÇÃO DE SERVIÇO DE IMPRESSÃO (OUTSOURCING) COM FORNECIMENTO DE EQUIPAMENTOS, INSUMOS E MANUTENÇÃO PREVENTIVA E CORRETIVA.",4,1,2365.6
63/2020,Dispensa de Licitação,65326006695202068,160149,MEX-COMANDO 4.BRIGADA CAVALARIA MECANIZADA/MS,Dourados/MS,AQUISIÇÃO DE PROTETOR FACIAL. ATENDE PMGU.,1,0,2360
53/2020,Dispensa de Licitação,64590012667202097,160139,HOSPITAL DE GUARNICAO DE JOAO PESSOA,João Pessoa/PB,"AQUISIÇÃO DE MATERIAL DE CONSUMO HOSPITALAR PARA ATENDER DEMANDA PROVOCADA PELO COVID-19. A PRESENTE AQUISIÇÃO FAZ PARTE DAS MEDIDAS DE PROTEÇÃO PARA O ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO CORONAVÍRUS (COVID-19).  ",1,0,2360
49/2020,Dispensa de Licitação,64142003955202039,160456,22 BATALHAO LOGISTICO,Barueri/SP,"COMPRESSOR DE AR INDUSTRIAL 140 LB, RESERVATÓRIO:150 LITROS MAV-10/220 220/380V TRIFÁSICO.",1,0,2345
104/2020,Dispensa de Licitação,64666003342202092,160431,4 REGIMENTO DE CAVALARIA BLINDADO/RS,SAO LUIZ GONZAGA/RS,AQUISIÇÃO DE MATERIAL PARA MANUTENÇÃO E CONSERVAÇÃO DE VEÍCULOS (SI-39).,13,0,2338
102/2020,Dispensa de Licitação,64682004064202092,160478,13 REGIMENTO DE CAVALARIA MECANIZADO,Pirassununga/SP,"SERVIÇO DE CONSERTO DO MOTOR, FREIO DE MÃO, FAROL E MÁQUINA DO VIDRO ELÉTRICO DO POLO SEDAN, COM TROCA DE PEÇAS POR CONTA DA CONTRATADA.",1,0,2335
165/2020,Dispensa de Licitação,64584012682202014,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE BIOMBO TRIPLO PARA LEITO DE INTERNAÇÃO,1,0,2329.65
67/2020,Dispensa de Licitação,20688216000107,160479,6 GRUPO DE MISSEIS E FOGUETES,Formosa/GO,AQUISIÇÃO DE MATERIAL PARA COMBATE A PANDEMIA DO COVID-19.,3,0,2321
33/2020,Dispensa de Licitação,64289026616202066,160364,COMANDO 3 BRIGADA DE CAVALARIA MECANIZADA/RS,Bagé/RS,AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL PARA O ENFRENTAMENTO AO COVID-19.,1,0,2320
23/2020,Dispensa de Licitação,64291016777202001,160413,COMANDO DA 3ª DIV DO EX - BASE ADM DA GUAR SM,Santa Maria/RS,AQUISIÇÃO DE TAPETE BARREIRA SANITÁRIA PARA ATENDER AS NECESSIDADES DE DESINFECÇÃO DE CALÇADOS NAS ENTRADAS PRINCIPAIS E GABINETE ODONTOLÓGICO.,1,0,2319.6
9/2020,Dispensa de Licitação,80796002107202074,160463,2 BATALHAO LOGISTICO,Campinas/SP,AQUISIÇÃO DE MATERIAIS DE PROTEÇÃO INDIVIDUAL PARA SUPRIR NECESSIDADES DA SEÇÃO DE SAÚDE DO 2º B LOG L AUXILIANDO NO COMBATE E PREVENÇÃO DA COVID-19,3,0,2310.3
12/2020,Dispensa de Licitação,64585003281202063,160039,HOSPITAL GERAL DE SALVADOR,Salvador/BA,"MANUTENÇÃO CORRETIVA EM 02 MOTORES DA BOMBA A VÁCUO, QUE REALIZA TODA A FORÇA, PARA O SISTEMA À VÁCUO DO HOSPITAL GERAL DE SALVADOR, VISANDO O ENFRENTAMENTO AO NOVO CORONA VÍRUS COVID-19, DOS POSSÍVEIS CASOS DE INTERNAÇÃO.",2,0,2300
22/2020,Dispensa de Licitação,64047007967202011,160157,9 BATALHAO DE ENGENHARIA DE CONSTRUCAO-MEX/MT,Cuiabá/MT,AQUISIÇÃO DE EQUIPAMENTO DE PROTEÇÃO INDIVIDUAL À PROTEÇÃO CONTRA O  CORONAVÍRUS,1,0,2300
48/2020,Dispensa de Licitação,64081001754202069,160474,4º BATALHÃO DE INFANTARIA LEVE,Osasco/SP,LAVADORA ALTA PRESSÃO À GASOLINA - G 2900 LIBRAS.,1,0,2299.8
55/2020,Dispensa de Licitação,64686012050202011,160131,MEX-17 REGIMENTO DE CAVALARIA MECANIZADO,Amambai/MS,"ATENDER AS NECESSIDADES COM AQUISIÇÃO DE PEÇAS PARA MANUTENÇÃO DAS VIATURAS NÃO BLINDADAS, EM FAVOR DO 17º R C MEC.",5,0,2295
52/2020,Dispensa de Licitação,64383007111202011,160357,12 COMPANHIA DE COMUNICACOES,Alegrete/RS,AQUISIÇÃO DE SUPRIMENTOS E INSUMOS PARA MANUTENÇÃO DE VIATURAS EMPREGADAS EM PROL DA OPERAÇÃO COVID 19 CMS AO ENFRENTAMENTO À PANDEMIA DO CORONAVIRUS.,3,0,2260
104/2020,Dispensa de Licitação,64314004408202051,160170,COMANDO 23 BRIGADA DE INFANTARIA DE SELVA,Marabá/PA,"AQUISIÇÃO DE MATERIAIS DE PROTEÇÃO E SEGURANÇA PARA O 33º PEL PE/CMDO DA 23ª BDA INF SL, VISANDO MAIOR SEGURANÇA AOS MILITARES DA OMPE (PARA ATENDER AÇÕES DE ENFRENTAMENTO AOS EFEITOS DA COVID-19).",5,0,2258.8
36/2020,Dispensa de Licitação,36,160365,HOSPITAL DE GUARNICAO DE BAGE/RS,Bagé/RS,"AQUISIÇÃO DE MÁSCARA N95 - COVID-19 ",1,0,2250
136/2020,Dispensa de Licitação,64063007869202075,160028,35 BATALHAO DE INFANTARIA,Feira de Santana/BA,SERVIÇOS GRÁFICOS,3,0,2249.5
135/2020,Dispensa de Licitação,64063007869202075,160028,35 BATALHAO DE INFANTARIA,Feira de Santana/BA,"SERVIÇOS GRÁFICOS ",3,0,2249.5
10/2020,Dispensa de Licitação,64668002328202051,160430,9 REGIMENTO DE CAVALARIA BLINDADO/RS,São Gabriel/RS,"DESPESA COM AQUISIÇÃO DE MATERIAL PERMANENTE (MESAS) PARA USO DESTA UG DURANTE A OPERAÇÃO COVID-19. ",1,0,2246
20/2020,Dispensa de Licitação,64310002532202012,160158,COMANDO 13 BDA DE INFANTARIA MOTORIZADA-ME/MT,Cuiabá/MT,AQUISIÇÃO DE LUVAS PARA PROCEDIMENTOS NÃO CIRÚRGICOS.,5,0,2245.5
29/2020,Dispensa de Licitação,64357004626202090,160414,COMANDO 6 BRIGADA DE INFANTARIA BLINDADA/RS,Santa Maria/RS,AQUISIÇÃO DE INSUMOS DESTINADOS AO ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO CORONAVÍRUS PARA ATENDER AS NECESSIDADES DA 6ª BRIGADA DE INFANTARIA BLINDADA POR MEIO DA ORDEM DE OPERAÇÕES NO 001 – OP COVID-19 DE 22 DE MARÇO DE 2020.,1,0,2245
5/2020,Dispensa de Licitação,64561001870202085,160058,32 GRUPO DE ARTILHARIA DE CAMPANHA-MEX/DF,Brasília/DF,AQUISIÇÃO DE MATERIAL DE CONSUMO PARA COMBATE AO COVID-19,2,0,2222.5
14/2020,Dispensa de Licitação,64130001732202076,160421,9 BATALHAO LOGISTICO/RS,Santiago/RS,AQUISIÇÃO DE MATERIAL E INSUMOS PARA  ENFRENTAMENTO DE EMERGÊNCIA DO COVID-19.,6,0,2220
38/2020,Dispensa de Licitação,64591001995202058,160168,HOSPITAL DE GUARNICAO DE MARABA,Marabá/PA,AQUISIÇÃO DE MATERIAL DE PROTEÇÃO INDIVIDUAL(BOTA DE SEGURANÇA),1,0,2206
60/2020,Dispensa de Licitação,64101004075202066,160130,36 BATALHAO DE INFANTARIA MECANIZADO - MEX,Uberlândia/MG,AQUISIÇÃO DE GERADOR PARA ATENDER NECESSIDADE DESTA OM,1,0,2200
29/2020,Dispensa de Licitação,DISP Nº 029/20,160366,13 GRUPO DE ATILHARIA DE CAMPANHA/RS,Cachoeira do Sul/RS,ÁLCOOL ETÍLICO EM GEL A 70%.,1,0,2200
61/2020,Dispensa de Licitação,64310006832202071,160158,COMANDO 13 BDA DE INFANTARIA MOTORIZADA-ME/MT,Cuiabá/MT,AQUISIÇÃO DE MATERIAL PARA ATENDER AÇÕES DE ENFRENTAMENTO AOS EFEITOS DA COVID-19.,1,0,2200
21/2020,Dispensa de Licitação,64047007882202032,160157,9 BATALHAO DE ENGENHARIA DE CONSTRUCAO-MEX/MT,Cuiabá/MT,AQUISIÇÃO DE EQUIPAMENTO DE PROTEÇÃO INDIVIDUAL À PROTEÇÃO CONTRA O  CORONAVÍRUS,2,0,2190
5/2020,Dispensa de Licitação,64122004537202005,160005,54 BATALHAO DE INFANTARIA DE SELVA/AM,Humaitá/AM,AQUISIÇÃO DE INSUMOS PARA MEDIDAS AO ENFRETAMENTO DE AO CORONA VÍRUS ( ÁLCOOL EM GEL).,1,0,2184
43/2020,Dispensa de Licitação,64591002346202074,160168,HOSPITAL DE GUARNICAO DE MARABA,Marabá/PA,AQUISIÇÃO DE MATERIAL HOSPITALAR( TERMÔMETRO CLINICO),1,0,2178.5
35/2020,Dispensa de Licitação,64591002127202095,160168,HOSPITAL DE GUARNICAO DE MARABA,Marabá/PA,AQUISIÇÃO DE MATERIAL HOSPITALAR PARA PREVENÇÃO E COMBATE AO COVID-19,1,0,2178.5
20/2020,Dispensa de Licitação,64617011863202007,160417,PARQUE REGIONAL DE MANUTENCAO/3/RS,Santa Maria/RS,PARA ATENDER AÇÕES DE ENFRENTAMENTO AOS EFEITOS DA COVID-19,2,0,2168.76
8/2020,Dispensa de Licitação,64274011218202012,160065,COMANDO DA 11A. REGIAO MILITAR-MEX/DF,Brasília/DF,"ÁLCOOL ETÍLICO GEL 70%, ANTISSÉPTICO E HIGIENIZADOR PARA MÃOS, COM HIDRATANTE, ACONDICIONADO EM FRASCO COM 500ML, VÁLVULA TIPO ""PUMP"". ",1,0,2160
6/2020,Dispensa de Licitação,65344004709202091,160323,HOSPITAL GERAL DO RIO DE JANEIRO,Rio de Janeiro/RJ,AQUISIÇÃO DE TERMÔMETRO INFRAVERMELHO,1,0,2150
6/2020,Dispensa de Licitação,64561002118202051,160058,32 GRUPO DE ARTILHARIA DE CAMPANHA-MEX/DF,Brasília/DF,AQUISIÇÃO DE MÁSCARAS FFP1 PARA AUXÍLIO AO COMBATE AO CORONAVÍRUS.,1,0,2150
15/2020,Dispensa de Licitação,6457900316020209,160050,HOSPITAL GERAL DE FORTALEZA/MEX - CE,Fortaleza/CE,AQUISIÇÃO DE AGUA PARA INJEÇÃO 500ML,1,0,2150
27/2020,Dispensa de Licitação,64136002943202076,160136,9º GRUPAMENTO LOGISTICO,Campo Grande/MS,"SERVIÇO DE REVISÃO DO CILINDRO HIDRÁULICO CH, DA VIATURA GUINCHO WORKER, PARA FINS DE SOCORRO DAS VIATURAS EMPREGADAS NO COMBATE A PANDEMIA.          ",1,0,2146
24/2020,Dispensa de Licitação,26,160365,HOSPITAL DE GUARNICAO DE BAGE/RS,Bagé/RS,AQUISIÇÃO DE MATERIAL PARA ENFRENTAMENTO DA PANDEMIA MUNDIAL - CORONA VIRUS - COVID-19,1,0,2141.37
164/2020,Dispensa de Licitação,64683009596202014,160450,14 REGIMENTO DE CAVALARIA MECANIZADA,São Miguel D'Oeste/SC,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE DETETIZAÇÃO E LIMPEZA DO LOCAL ONDE ENCONTRA-SE A TROPA DO 14º RC MEC, AUXILIANDO NO COMBATE AO CORONAVÍRUS.",4,0,2135
68/2020,Dispensa de Licitação,64666001813202028,160431,4 REGIMENTO DE CAVALARIA BLINDADO/RS,SAO LUIZ GONZAGA/RS,CONTRATAÇÃO DE SERVIÇOS PARA MANUTENÇÃO E CONSERVAÇÃO DE VEÍCULOS (SI 19).,1,0,2118.25
56/2020,Dispensa de Licitação,64586005118202025,160359,HOSPITAL DA GUARNICAO DE ALEGRETE/RS,Alegrete/RS,"AQUISIÇÃO DE CIRCUITO PARA RESPIRADOR, TRAQUEIA COM REGULADOR PEEP PARA RESPIRADOR TAKAOKA 920 RESGATE. ",1,0,2115
98/2020,Dispensa de Licitação,312,160244,COMANDO DE ARTILHARIA DIVISIONARIA DA 1ª DE,Niterói/RJ,AQS DE MATERIAL SETOR DE APROV.,11,0,2111
119/2020,Dispensa de Licitação,64013014332202067,160457,BASE DE ADMINISTRACAO E APOIO DA 2A RM MEX/SP,São Paulo/SP,LIMPEZA E CONSERVAÇÃO,1,0,2106
27/2020,Dispensa de Licitação,64153004186202067,160368,3 BATALHAO DE SUPRIMENTO/RS,Nova Santa Rita/RS,AQUISIÇÃO DE MATERIAIS HOSPITALARES A SEREM UTILIZADOS PELAS UNIDADES SUPRIDAS PELO 3º BATALHÃO DE SUPRIMENTO NO ENFRENTAMENTO À COVID-19.,3,0,2104.5
161/2020,Dispensa de Licitação,440,160244,COMANDO DE ARTILHARIA DIVISIONARIA DA 1ª DE,Niterói/RJ,TOTEM ALCOOL GEL,1,0,2100
68/2020,Dispensa de Licitação,64591001947202060,160168,HOSPITAL DE GUARNICAO DE MARABA,Marabá/PA,"SERVIÇO DE MANUTENÇÃO PREVENTIVA EM MÁQUINA OPUSPAC, COM PEÇAS INCLUSAS.",1,0,2100
29/2020,Dispensa de Licitação,64591001947202060,160168,HOSPITAL DE GUARNICAO DE MARABA,Marabá/PA,"SERVIÇO DE MANUTENÇÃO PREVENTIVA EM MÁQUINA OPUSPAC, COM PEÇAS INCLUSAS.",1,0,2100
35/2020,Dispensa de Licitação,64575000038912020,160166,HOSPITAL GERAL DE BELEM,Belém/PA,CONTRATAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE CARRO DE ANESTESIA,1,0,2100
18/2020,Dispensa de Licitação,64586004115202074,160359,HOSPITAL DA GUARNICAO DE ALEGRETE/RS,Alegrete/RS,FILME RADIOLOGIA PROCESSAMENTO A SECO 20X25,1,0,2100
11/2020,Dispensa de Licitação,64047004033202027,160157,9 BATALHAO DE ENGENHARIA DE CONSTRUCAO-MEX/MT,Cuiabá/MT,AQUISIÇÃO DE ÁLCOOL EM GEL 70%.,1,0,2100
49/2020,Dispensa de Licitação,64592004048202017,160345,HOSPITAL DE GUARNICAO DE NATAL,Natal/RN,CAIXA ACRÍLICA TRANSPARENTE (AEROSOL BOX),1,0,2100
113/2020,Dispensa de Licitação,64589002426202079,160445,HOSPITAL DA GUARNICAO DE FLORIANOPOLIS,Florianópolis/SC,BATERIA DE DESFIBRILADOR E BATERIA DE ULTRASSOM.,2,0,2095
26/2020,Dispensa de Licitação,64153004184202078,160368,3 BATALHAO DE SUPRIMENTO/RS,Nova Santa Rita/RS,AQUISIÇÃO DE MATERIAIS HOSPITALARES A SEREM UTILIZADOS NO ENFRENTAMENTO À COVID-19 PELAS UNIDADES SUPRIDAS PELO 3º BATALHÃO DE SUPRIMENTO.,1,0,2093
31/2020,Dispensa de Licitação,65326004748202014,160149,MEX-COMANDO 4.BRIGADA CAVALARIA MECANIZADA/MS,Dourados/MS,AQUISIÇÃO DE MEDICAMENTOS. COVID 19,8,0,2091.1000000000004
44/2020,Dispensa de Licitação,65345009552202080,160513,9º BATALHÃO DE MANUTENÇÃO,Campo Grande/MS,"AQUISIÇÃO DE INSUMOS PARA REALIZAR A MANUTENÇÃO DE VIATURAS DO 13ª CIA PE, UTILIZADAS EM PROL DA OPERAÇÃO CONTRA O COVID-19",6,0,2083.62
56/2020,Dispensa de Licitação,64314002055202055,160170,COMANDO 23 BRIGADA DE INFANTARIA DE SELVA,Marabá/PA,AQUISIÇÃO DE MATERIAL PARA A SEÇÃO DE SAUDE DO CMDO DA 23ª BDA INF SL - PARA ATENDER AÇÕES DE ENFRENTAMENTO DA COVID-19,8,0,2080.7
82/2020,Dispensa de Licitação,64590013614202093,160139,HOSPITAL DE GUARNICAO DE JOAO PESSOA,João Pessoa/PB,"AQUISIÇÃO DE MATERIAL HOSPITALAR (PARA USO NAS SALAS VERMELHAS DO PRONTO ATENDIMENTO) PARA ATENDER DEMANDA PROVOCADA PELO COVID-19. A PRESENTE AQUISIÇÃO FAZ PARTE DAS MEDIDAS DE PROTEÇÃO PARA O ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO CORONAVÍRUS (COVID-19).  ",1,0,2059.62
35/2020,Dispensa de Licitação,36/06/2020,160295,COM. 09 BRIGADA INFANTARIA MOTORIZADA(ES)/RJ,Rio de Janeiro/RJ,"AQUISIÇÃO DE MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÇÃO COM A FINALIDADE DE SUPRIR AS NECESSIDADES DA SEÇÃO DE SAÚDE NO USO COTIDIANO, EM DESCONTAMINAÇÃO E HIGIENIZAÇÃO DE ÁREAS COMUNS, DEVIDO À PROLIFERAÇÃO CRESCENTE NOS CASOS DE INFECÇÃO POR COVID-19.",4,0,2056.45
64/2020,Dispensa de Licitação,64142004400202012,160456,22 BATALHAO LOGISTICO,Barueri/SP,"SERVIÇO MECÂNICO PARA VEÍCULOS FORD FIESTA COM RETÍFICA DE CABEÇOTE E TROCA DE KIT VÁLVULA TERMOSTÁTICA COM CARCAÇA, SENSORES, BOMBA D`ÁGUA E JOGO DE JUNTAS SUPERIOR DO MOTOR.",1,0,2055
26/2020,Dispensa de Licitação,64259008833202021,160079,COLEGIO MILITAR DE SANTA MARIA,Santa Maria/RS,AQUISIÇÃO DE TAPETES SANITIZANTES,1,0,2050
15/2020,Dispensa de Licitação,64128001994202080,160213,5 BATALHAO LOGISTICO,Curitiba/PR,AQUISIÇÃO DE INSUMOS PARA CONFECÇÃO DE MÁSCARAS PARA ENFRENTAMENTO A PANDEMIA DA COVID-19,4,0,2047.2
8/2020,Dispensa de Licitação,64225010065202063,160460,6 CIRCUNSCRICAO DE SERVICO MILITAR,Bauru/SP,INSUMOS DE SAÚDE DESTINADOS AO ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO CORONAVÍRUS PARA A 6ª CIRCUNSCRIÇÃO DE SERVIÇO MILITAR E POSTO DE RECRUTAMENTO E MOBILIZAÇÃO,6,0,2040.95
8/2020,Dispensa de Licitação,65259003904202062,160207,3º REGIMENTO DE CARROS DE COMBATE,Ponta Grossa/PR,AQUISIÇÃO DE BENS DE SAÚDE DESTINADOS AO ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO CORONAVÍRUS EM PROVEITO DO 3º RCC.,2,0,2040
25/2020,Dispensa de Licitação,64687019872202012,160418,19 REGIMENTO DE CAVALARIA MECANIZADO/RS,Santa Rosa/RS,AQUISIÇÃO DE MÁSCARA DE TECIDO DESTINADO AO ATENDIMENTO MÉDICO E DOS MILITARES DA OM.,1,0,2025
15/2020,Dispensa de Licitação,64142002490202007,160456,22 BATALHAO LOGISTICO,Barueri/SP,AQUISIÇÃO DE SERVIÇOS GRÁFICOS COMO MEIOS AUXILIARES AO COMBATE AO CORONAVÍRUS (2019-NCOV),3,0,2024
50/2020,Dispensa de Licitação,502020,160108,12 BATALHAO DE INFANTARIA,Belo Horizonte/MG,MANUTENÇÃO DE BENS E EQUIPAMENTOS.,1,0,2020.2
80/2020,Dispensa de Licitação,64614003253202051,160328,LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO,Rio de Janeiro/RJ,AQUISIÇÃO DE RÓTULO PARA FRASCOS ÁLCOOL GEL.,1,0,2019.29
11/2020,Dispensa de Licitação,64561002893202015,160058,32 GRUPO DE ARTILHARIA DE CAMPANHA-MEX/DF,Brasília/DF,AQUISIÇÃO DE MATERIAL PERMANENTE PARA AUXÍLIO AO COMBATE AO COVID19 PELA SEÇÃO DE SAÚDE DO 32º GAC,4,0,2009.8000000000002
23/2020,Dispensa de Licitação,64582005209202009,160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR CONFORME SOLICITAÇÃO CONTIDA NA REQUISIÇÃO DE N:08/2020 DE 25 DE MARÇO DE 2020 DO SETOR DE FARMÁCIA DISPENSAÇÃO DO HMAPA.,8,0,2001.1
3/2020,Dispensa de Licitação,64270003561202015,160024,COMANDO DE FRONTEIRA SOLIMOES/8 BIS/MEX/AM,Tabatinga/AM,"SERVICO DE SOLDA E RECUPERAÇÃO DE MOTOR DE EMBARCAÇÃO.   ",1,0,2000
10/2020,Dispensa de Licitação,60/2020-SALC,160142,MEX-9.BATALHAO DE SUPRIMENTO/MS,Campo Grande/MS,"AQUISIÇÃO DE TAMBOR PLÁSTICO, 50L P/ ARMAZENAMENTO DE DETERGENTE P/ PREVENÇÃO À PANDEMIA COVID-19.",1,0,2000
51/2020,Dispensa de Licitação,64013010472202066,160457,BASE DE ADMINISTRACAO E APOIO DA 2A RM MEX/SP,São Paulo/SP,MATERIAL HOSPITALAR,2,0,2000
44/2020,Dispensa de Licitação,64142003447202051,160456,22 BATALHAO LOGISTICO,Barueri/SP,AQUISIÇÃO DE INSUMOS E EPI PARA CONFECÇÃO DE MÁSCARAS EM APOIO AO ENFRENTAMENTO DA EMERGÊNCIA EM SAÚDE PÚBLICA DE IMPORTÂNCIA NACIONAL.,1,0,2000
39/2020,Dispensa de Licitação,64142002845202050,160456,22 BATALHAO LOGISTICO,Barueri/SP,SELADORA CONTÍNUA PARA ACONDICIONAMENTO DE MÁSCARAS VISANDO O COMBATE AO COVID 19,1,0,2000
14/2020,Dispensa de Licitação,64142002487202085,160456,22 BATALHAO LOGISTICO,Barueri/SP,SERVIÇO DE MANUTENÇÃO DA INJEÇÃO ELÉTRICA PAARA VIATURAS AGRALE,1,0,2000
135/2020,Dispensa de Licitação,64683007165202013,160450,14 REGIMENTO DE CAVALARIA MECANIZADA,São Miguel D'Oeste/SC,SERVIÇO DE MANUTENÇÃO E CONSERVAÇÃO DE VEÍCULO PARA ATENDER AS NECESSIDADES DO 14º RC MEC.,3,0,2000
49/2020,Dispensa de Licitação,64373002356202084,160444,COMANDO 14 BRIGADA INFANTARIA MOTORIZADA,Florianópolis/SC,PRESTAÇÃO DE SERVIÇOS MECÂNICOS DE MANUTENÇÃO EM VIATURAS EMPREGADAS NO COVID-19,3,0,2000
11/2020,Dispensa de Licitação,64130001614202068,160421,9 BATALHAO LOGISTICO/RS,Santiago/RS,AQUISIÇÃO DE MATERIAL P/ CONFECÇÃO DE MÁSCARAS P/ ENFRENTAMENTO AO COVID-19.,3,0,2000
25/2020,Dispensa de Licitação,64292014813202083,160392,CMDO DA 3 REGIAO MILITAR/RS,Porto Alegre/RS,MÁSCARA N95 PFF 2.,1,0,2000
11/2020,Dispensa de Licitação,64214002856202049,160391,CENTRO DE PREPARACAO OFICIAIS RESERVA/PA/RS,Porto Alegre/RS,SERVIÇO DE FORNECIMENTO DE ENERGIA ELÉTRICA.,1,0,2000
114/2020,Dispensa de Licitação,64063007358202091,160028,35 BATALHAO DE INFANTARIA,Feira de Santana/BA,LUVAS DE PROCEDIMENTO EM LÁTEX (EPI),1,0,2000
22/2020,Dispensa de Licitação,64268003069202099,160346,COMANDO DE FRONTEIRA RONDONIA/6 BIS/MEX/RO,Guajará-Mirim/RO,AQUISIÇÃO DE SERVIÇO PARA MANUTENÇÃO DE EMBARCAÇÕES PARA ATENDER AÇÕES DE ENFRENTAMENTO AOS EFEITOS DA COVID-19.,4,0,2000
78/2020,Dispensa de Licitação,64104005806202061,160156,44 BATALHAO DE INFANTARIA MOTORIZADO/MT,Cuiabá/MT,CONTRATAÇÃO DE SERVIÇOS GRÁFICOS E EDITORIAIS PARA ATENDER AÇÕES DE ENFRENTAMENTO AOS EFEITOS DA COVID-19.,4,0,2000
20/2020,Dispensa de Licitação,20/2020,160476,22.DEPOSITO DE SUPRIMENTO,Barueri/SP,AQUISIÇÃO DE MATERIAL PARA COMBATE AO COVID-19.,2,0,1999
79/2020,Dispensa de Licitação,792020,160317,ESCOLA DE INSTRUCAO ESPECIALIZADA/RJ,Rio de Janeiro/RJ,"AQUISIÇÃO DE EQUIPAMENTOS MÉDICOS PARA AS NOVAS EXIGÊNCIAS DE HIGIENE E DE PROTEÇÃO À SAÚDE, NAS SEDES DE EXAME NA REALIZAÇÃO DOS CONCURSOS MILITARES.",4,0,1997.4
209/2020,Dispensa de Licitação,64683011339202034,160450,14 REGIMENTO DE CAVALARIA MECANIZADA,São Miguel D'Oeste/SC,AQUISIÇÃO DE MATERIAL FARMACOLÓGICO PARA TRATAMENTO MEDICAMENTOSO DAS DOENÇAS ASSOCIADAS À COVID-19.,4,0,1996.4
113/2020,Dispensa de Licitação,64013013931202063,160457,BASE DE ADMINISTRACAO E APOIO DA 2A RM MEX/SP,São Paulo/SP,MATERIAL HOSPITALAR.,1,0,1995
101/2020,Dispensa de Licitação,65334003626202001,160227,15ª COMPANHIA DE INFANTARIA MECANIZADO,Guaira/PR,AQUISIÇÃO DE SERVIÇO DE RECOLHIMENTO DE LIXO HOSPITALAR.,1,0,1995
222/2020,Dispensa de Licitação,64683011566202060,160450,14 REGIMENTO DE CAVALARIA MECANIZADA,São Miguel D'Oeste/SC,SERVIÇO DE INFRAESTRUTURA EM FIBRA ÓPTICA (FUSÃO DE FIBRA) PARA MISSÃO COVID-19.,1,0,1990
13/2020,Dispensa de Licitação,64129003030202066,160389,8 BATALHAO LOGISTICO/RS,Porto Alegre/RS,AQUISIÇÃO DE MATERIAL HOSPITALAR CONFORME DIEX Nº 81-ALMOX/8ºB LOG DE 13MAIO20. EB: 64129.003030/2020-66.,1,0,1990
348/2020,Dispensa de Licitação,64431003925202077,160517,3 COMPANHIA DO 63 BATALHAO DE INFANTARIA,Tubarão/SC,CONTRATAÇÃO DE SERVIÇO DE MANUTENÇÃO E CONSERVAÇÃO DE VEÍVULOS,1,0,1989.69
322/2020,Dispensa de Licitação,64431003925202077,160517,3 COMPANHIA DO 63 BATALHAO DE INFANTARIA,Tubarão/SC,CONTRATAÇÃO DE SERVIÇO DE MANUTENÇÃO E CONSERVAÇÃO DE VEÍVULOS,1,0,1989.69
37/2020,Dispensa de Licitação,64591001994202011,160168,HOSPITAL DE GUARNICAO DE MARABA,Marabá/PA,AQUISIÇÃO DE EQUIPAMENTO DE PROTEÇÃO INDIVIDUAL(LUVA DE SEGURANÇA),1,0,1980
11/2020,Dispensa de Licitação,25,160348,5 BATALHAO DE ENGENHARIA DE CONSTRUCAO/RO,Porto Velho/RO,"AQUISIÇÃO DE SERVIÇO DE CONFECÇÃO DE FAIXA E BANNER PARA SER USADO NA OP. COVID-19  ",2,0,1974.72
10/2020,Dispensa de Licitação,64142002461202037,160456,22 BATALHAO LOGISTICO,Barueri/SP,AQUISIÇÃO DE MEDICAMENTOS DESTINADOS AO COMBATE AO COVID 19 (NCOV-19).,5,0,1964
